Gene ID	normal_1656639	neoplasm_1656641	normal_1656634	normal_1656636	normal_1656635	neoplasm_1656647	neoplasm_1656645	normal_1656638	normal_1656637	neoplasm_1656646	neoplasm_1656642	neoplasm_1656644	neoplasm_1656643	normal_1656640
ENSG00000202252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202255	0	0	0	0	0	0	1	1	0	0	0	0	2	1
ENSG00000202257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202259	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202260	0	1	1	0	0	0	0	0	7	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000202264	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000202265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202272	1	0	0	0	0	0	0	0	12	0	0	0	0	0
ENSG00000202273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202279	0	1	0	0	0	0	0	0	9	0	0	1	0	3
ENSG00000202281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202285	3	8	13	7	11	0	2	3	0	3	2	1	1	1
ENSG00000202290	16	0	14	25	59	12	15	31	30	1	2	3	3	6
ENSG00000202293	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202297	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202300	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000202304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202306	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000202308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202310	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000202313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202314	20	15	30	20	21	7	11	3	49	11	15	19	26	14
ENSG00000202317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202318	6	1	7	3	26	1	0	8	1	1	2	2	0	3
ENSG00000202322	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000202324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202334	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202337	0	4	7	0	2	4	2	0	18	3	0	5	0	6
ENSG00000202339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202341	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000202343	7	5	8	6	8	1	2	6	24	3	0	5	0	4
ENSG00000202344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202347	4	1	5	3	2	2	1	0	0	2	0	0	3	0
ENSG00000202350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202351	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000202354	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202356	0	0	0	0	0	1	0	0	0	0	0	3	0	0
ENSG00000202357	0	0	0	1	0	3	1	0	0	1	0	3	3	0
ENSG00000202358	0	0	2	0	1	0	14	5	0	0	0	2	2	1
ENSG00000202360	0	1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000202361	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000202363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202368	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000202373	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000202374	0	0	3	1	1	0	1	0	0	1	0	0	0	0
ENSG00000202377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202379	0	0	0	0	0	0	1	0	0	0	3	1	1	0
ENSG00000202380	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000202382	4	1	4	8	3	1	2	3	18	3	4	8	6	2
ENSG00000202383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202385	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000202386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202392	0	0	0	3	6	0	0	0	0	1	0	1	1	0
ENSG00000202395	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ENSG00000202398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202399	0	0	0	0	0	1	1	0	5	0	10	0	0	0
ENSG00000202400	0	0	1	0	4	0	0	0	0	0	0	0	1	2
ENSG00000202402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202412	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000202414	0	0	0	2	0	0	0	0	0	0	1	0	1	1
ENSG00000202415	0	1	4	3	1	0	1	0	0	0	0	1	0	0
ENSG00000202417	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000202422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202429	5	0	0	3	0	0	0	3	0	1	1	0	1	0
ENSG00000202430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202434	1	0	1	2	7	0	1	6	0	4	0	0	5	2
ENSG00000202438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202441	12	19	10	17	10	7	21	9	37	13	22	13	11	10
ENSG00000202444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202445	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000202449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202459	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000202461	4	2	19	4	5	1	3	4	0	5	0	0	4	2
ENSG00000202468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202469	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000202470	0	0	1	0	0	0	1	7	1	0	0	0	1	0
ENSG00000202471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202472	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000202473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202474	2	4	5	6	0	1	5	0	4	4	7	1	7	7
ENSG00000202476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202479	0	0	3	1	2	0	0	0	0	0	0	0	0	0
ENSG00000202485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202490	0	0	0	3	1	0	0	0	0	0	0	0	0	1
ENSG00000202491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202495	0	0	0	0	0	0	0	0	10	0	0	2	0	0
ENSG00000202497	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000202498	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000202499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202502	0	0	0	0	0	0	2	0	1	4	0	0	2	0
ENSG00000202503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202508	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000202512	0	0	1	0	1	0	0	0	7	0	0	0	0	0
ENSG00000202513	0	0	2	4	1	0	0	2	0	0	0	2	0	1
ENSG00000202514	0	0	0	0	0	1	0	0	0	0	2	0	0	1
ENSG00000202515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202517	0	0	1	11	1	0	0	3	0	0	0	0	0	3
ENSG00000202521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202522	9	1	14	8	3	3	5	0	10	1	1	4	3	4
ENSG00000202523	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000202526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202528	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000202529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202533	17	15	12	19	2	10	9	2	26	4	9	23	5	12
ENSG00000202534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202538	30	17	4	6	983	4	0	3	2	1	1	2	0	7
ENSG00000202542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202560	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000202566	4	1	2	7	0	4	2	5	0	8	4	4	2	2
ENSG00000202569	4	0	0	10	2	0	0	0	0	0	0	0	0	0
ENSG00000202601	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ENSG00000202609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203258	1	0	0	0	0	1	0	2	43	0	0	1	0	0
ENSG00000203262	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203266	0	0	1	0	0	0	0	0	0	0	0	0	0	5
ENSG00000203279	0	0	3	3	0	1	3	3	0	0	18	3	4	3
ENSG00000203280	40	2	44	26	22	4	5	49	20	4	8	7	2	42
ENSG00000203286	14	14	16	28	11	3	1	22	21	4	3	11	6	7
ENSG00000203288	10	5	1	7	1	15	19	0	6	4	22	21	0	7
ENSG00000203307	6	1	15	8	8	8	0	9	16	3	0	4	1	13
ENSG00000203321	0	0	14	6	4	1	5	6	0	10	0	1	6	4
ENSG00000203325	2	7	4	0	8	2	3	0	9	4	0	2	4	2
ENSG00000203326	79	194	123	46	74	226	239	37	112	164	228	171	169	113
ENSG00000203327	1	16	13	7	2	4	12	0	8	12	29	18	15	1
ENSG00000203334	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000203335	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203356	1	5	6	0	1	0	0	6	0	0	0	0	0	4
ENSG00000203362	5	9	1	4	3	7	6	2	14	3	3	11	6	1
ENSG00000203363	0	0	0	0	0	0	2	0	0	2	0	0	0	0
ENSG00000203364	0	1	0	0	0	0	0	0	0	2	0	1	1	2
ENSG00000203387	3	5	9	12	0	8	3	11	17	7	11	3	9	6
ENSG00000203392	42	54	32	63	91	30	293	136	103	101	146	123	115	10
ENSG00000203395	4	0	0	5	1	0	0	0	0	0	0	0	0	0
ENSG00000203396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203397	0	2	0	1	2	3	2	1	0	4	0	2	0	6
ENSG00000203402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203414	0	21	3	0	5	28	0	7	2	1	4	4	0	2
ENSG00000203416	0	0	0	2	2	1	1	0	0	1	0	0	0	2
ENSG00000203434	3	0	0	0	0	0	0	1	12	0	0	0	2	1
ENSG00000203435	0	3	5	0	0	3	5	1	0	4	15	0	12	1
ENSG00000203436	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000203437	0	0	5	9	8	0	1	0	0	0	0	0	0	1
ENSG00000203441	3	4	1	4	0	0	1	0	0	0	0	3	1	4
ENSG00000203446	3	32	2	0	3	1	4	0	0	25	30	6	9	2
ENSG00000203462	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203485	6843	2655	3706	3531	5656	3635	3178	6141	8805	2593	2269	11273	4230	3346
ENSG00000203489	0	2	5	0	0	0	0	0	5	1	0	0	0	0
ENSG00000203492	0	0	0	2	4	0	0	0	2	0	0	0	0	0
ENSG00000203496	0	1	1	0	1	1	1	1	0	0	0	1	0	0
ENSG00000203497	27	29	48	29	26	17	9	26	65	20	25	38	16	56
ENSG00000203498	0	0	2	2	0	0	0	0	0	0	0	0	0	0
ENSG00000203499	20	167	24	9	8	1380	501	7	25	222	118	174	310	26
ENSG00000203506	1	0	3	1	3	0	1	5	20	2	0	5	1	4
ENSG00000203520	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203523	0	0	0	0	0	0	1	0	0	1	0	0	1	1
ENSG00000203527	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000203531	2	0	6	2	4	2	0	3	0	1	4	1	0	7
ENSG00000203546	8	3	2	1	5	1	0	1	8	4	1	1	3	6
ENSG00000203560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203585	0	28	0	0	0	0	2	1	5	9	21	6	7	0
ENSG00000203588	14	29	11	3	7	5	10	9	21	18	11	18	6	5
ENSG00000203593	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ENSG00000203601	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000203605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203616	0	4	0	1	0	0	0	0	7	1	0	1	3	3
ENSG00000203618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203620	1	15	6	2	3	0	0	0	5	0	0	0	0	9
ENSG00000203635	0	0	0	0	1	0	0	2	0	1	0	6	5	0
ENSG00000203643	5	0	2	0	1	0	0	4	0	0	0	0	0	1
ENSG00000203644	142	84	115	131	119	48	57	94	330	56	51	47	85	93
ENSG00000203645	0	0	0	0	0	0	4	0	0	1	0	0	1	0
ENSG00000203647	0	0	1	4	1	0	0	1	0	0	0	0	0	0
ENSG00000203648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203650	39	18	46	8	21	7	12	51	18	15	31	3	35	18
ENSG00000203661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203663	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000203664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203666	309	262	400	305	230	448	212	307	473	138	297	148	419	267
ENSG00000203667	93	66	101	68	55	101	65	61	105	83	78	44	90	94
ENSG00000203668	229	342	381	290	281	418	476	286	247	597	495	196	366	115
ENSG00000203684	0	1	3	1	4	10	2	10	54	1	15	10	1	1
ENSG00000203685	2	9	17	15	16	16	6	12	39	194	2	40	164	32
ENSG00000203688	40	43	15	5	7	31	20	19	0	13	34	84	10	11
ENSG00000203690	0	0	0	4	1	0	0	0	0	0	0	0	1	1
ENSG00000203697	18	1	43	44	14	616	2881	42	34	23	3283	5591	70	21
ENSG00000203705	253	145	368	243	184	326	147	193	315	121	263	111	129	230
ENSG00000203706	5	16	2	0	1	3	0	0	4	13	2	33	10	1
ENSG00000203709	316	43	185	440	504	517	97	190	351	85	81	130	78	344
ENSG00000203710	120	14	180	394	224	6	10	63	141	28	6	22	10	260
ENSG00000203711	4	0	0	0	2	1	1	2	0	5	9	35	3	4
ENSG00000203721	41	9	75	7	33	57	188	19	36	6	105	16	5	36
ENSG00000203722	0	1	0	0	1	2	1	5	5	3	1	18	0	13
ENSG00000203724	141	41	154	130	74	61	57	128	155	26	91	24	26	272
ENSG00000203727	785	109	851	905	1195	44	21	1375	1087	104	48	41	194	510
ENSG00000203729	0	1	0	0	0	0	3	0	6	0	0	0	0	0
ENSG00000203730	1	5	1	0	1	2	3	3	6	4	3	5	3	4
ENSG00000203733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203734	10	3	13	9	4	3	9	7	16	4	0	4	3	8
ENSG00000203737	3	2	1	3	5	0	3	0	4	0	2	0	3	0
ENSG00000203739	9	16	62	37	10	45	18	27	104	22	27	51	18	44
ENSG00000203740	0	4	0	0	0	0	0	0	1	2	3	0	0	0
ENSG00000203747	2293	1159	1489	2214	1660	256	465	1020	990	672	952	468	308	2596
ENSG00000203756	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000203757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203760	42	45	41	32	23	9	39	31	14	20	21	32	36	21
ENSG00000203761	61	82	40	23	43	158	96	29	151	92	144	96	107	59
ENSG00000203772	211	133	105	118	596	182	84	173	639	82	125	136	89	160
ENSG00000203778	161	71	241	251	101	92	40	135	211	59	77	42	45	200
ENSG00000203780	4	64	9	5	7	49	78	4	12	127	37	122	220	6
ENSG00000203781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203782	0	0	0	0	0	1	0	0	4	0	1	2	0	0
ENSG00000203783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203784	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000203785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203791	110	97	195	122	112	96	70	119	217	86	68	44	125	131
ENSG00000203795	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000203797	390	31	329	417	253	89	19	435	433	63	69	105	35	352
ENSG00000203799	96	9	207	263	72	11	13	579	955	7	11	14	7	279
ENSG00000203801	9	4	21	23	8	3	4	4	5	2	1	11	3	9
ENSG00000203804	64	27	75	132	89	301	180	145	86	52	27	55	48	15
ENSG00000203805	19	260	39	17	46	23	33	7	48	274	50	289	35	16
ENSG00000203808	0	2	4	0	1	0	0	0	0	2	0	2	1	0
ENSG00000203809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203812	0	0	0	0	0	2	0	0	2	1	1	1	0	1
ENSG00000203814	8	21	91	31	10	13	66	3	6	120	104	181	55	11
ENSG00000203818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203855	4	1	11	3	0	15	12	12	4	1	0	1	4	10
ENSG00000203857	6	0	1	8	7	1	0	5	25	0	0	0	0	33
ENSG00000203858	3	0	2	6	1	0	1	2	9	0	0	0	0	4
ENSG00000203859	25	0	42	30	23	2	0	33	124	3	0	0	1	30
ENSG00000203864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203865	47	48	83	86	191	152	75	57	108	147	55	118	176	95
ENSG00000203867	8	54	9	5	12	5	3	9	51	82	8	33	37	18
ENSG00000203870	0	2	0	1	1	1	0	2	9	0	2	0	0	1
ENSG00000203872	3	18	53	40	18	17	15	18	70	26	6	11	12	34
ENSG00000203875	762	444	1012	1478	1351	360	233	347	668	485	844	396	1384	522
ENSG00000203876	14	6	7	9	9	15	23	10	22	4	4	10	22	14
ENSG00000203877	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000203878	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203879	2911	3498	2223	1805	2609	4187	2389	2573	5671	3462	3763	2879	2595	2059
ENSG00000203880	2155	1351	2293	1586	1383	1689	1255	1418	2911	1296	1393	2164	1120	1308
ENSG00000203883	263	155	190	95	123	142	75	206	574	140	93	172	97	150
ENSG00000203896	131	142	187	111	119	113	143	206	473	100	210	227	106	319
ENSG00000203897	4	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000203900	607	0	259	719	211	0	0	409	586	0	1	10	0	313
ENSG00000203907	0	1	6	7	5	0	5	7	0	3	0	0	1	0
ENSG00000203908	0	1	1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000203909	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203910	3	1	0	0	1	1	1	3	5	0	0	1	4	0
ENSG00000203914	359	106	265	224	161	59	138	242	265	100	93	103	179	115
ENSG00000203923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203930	0	56	2	2	13	28	11	4	52	128	13	16	122	4
ENSG00000203933	8	0	3	5	1	0	0	0	0	0	0	0	0	17
ENSG00000203942	0	18	15	9	2	6	6	2	0	3	3	6	8	20
ENSG00000203943	3	10	8	6	0	16	35	5	7	10	30	14	1	3
ENSG00000203950	397	1037	292	237	309	718	1228	223	709	1109	1104	876	620	256
ENSG00000203952	7	14	0	2	0	0	13	0	1	48	0	19	43	1
ENSG00000203963	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000203965	41	205	118	57	51	161	252	64	130	229	250	99	360	64
ENSG00000203970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203971	0	11	0	0	0	1	30	0	0	32	0	0	13	0
ENSG00000203972	1	0	6	4	1	0	0	5	10	0	0	1	0	17
ENSG00000203985	2	104	3	0	0	87	1	0	0	18	45	353	10	1
ENSG00000203987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203993	270	301	235	131	113	201	173	162	433	211	291	472	313	281
ENSG00000203995	101	2	149	217	174	1	1	73	261	1	0	7	2	16
ENSG00000203999	112	13	140	118	87	4	49	60	179	6	64	53	15	108
ENSG00000204001	0	0	0	0	8	0	0	0	25	0	0	1	2	0
ENSG00000204003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204007	0	1	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000204010	0	0	1	0	14	1	0	0	0	0	0	1	0	0
ENSG00000204011	4	1	2	4	1	0	0	4	4	3	0	0	0	0
ENSG00000204019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204020	1	0	1	6	6	0	0	4	6	1	1	0	0	0
ENSG00000204021	0	1	0	0	0	0	0	4	0	0	0	106	0	0
ENSG00000204022	5	1	18	3	7	2	1	17	2	0	0	0	0	7
ENSG00000204025	2	0	10	0	0	9	9	5	0	2	0	0	1	2
ENSG00000204031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204033	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSG00000204044	0	1	0	4	4	3	0	2	6	0	0	0	0	0
ENSG00000204049	0	7	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000204052	20	34	9	14	15	22	29	13	15	27	5	10	39	3
ENSG00000204053	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000204054	4666	770	2383	3775	2734	376	1072	3360	5297	785	666	3222	737	1102
ENSG00000204055	8	13	6	2	14	3	5	5	9	10	4	13	2	5
ENSG00000204060	7	27	13	0	12	252	18	3	20	161	86	36	190	14
ENSG00000204065	0	0	0	2	0	0	0	0	0	3	0	0	0	0
ENSG00000204070	1083	481	798	918	778	748	500	598	869	510	577	408	824	683
ENSG00000204071	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000204072	0	0	0	0	0	0	0	0	1	2	0	1	0	0
ENSG00000204084	892	373	1330	812	1134	330	423	1016	1616	390	336	369	322	1159
ENSG00000204086	10	13	11	8	5	4	7	9	17	10	0	14	1	0
ENSG00000204091	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000204092	0	3	0	0	0	0	1	0	5	0	0	0	0	0
ENSG00000204099	766	15	1151	1294	409	4	8	1047	1899	9	3	58	7	3036
ENSG00000204103	1124	759	1157	1081	1178	262	243	495	1281	305	203	289	185	2230
ENSG00000204104	312	262	407	364	272	289	284	216	356	374	361	286	399	260
ENSG00000204110	0	0	7	1	0	0	0	2	9	1	0	0	0	3
ENSG00000204113	0	0	0	0	2	2	0	0	0	0	0	1	0	0
ENSG00000204116	54	1531	251	247	132	151	408	140	153	934	413	204	393	93
ENSG00000204117	0	0	0	6	4	0	0	0	0	0	0	0	0	1
ENSG00000204118	1	1	0	0	0	0	0	0	0	0	3	0	6	1
ENSG00000204120	1255	1270	1684	1627	1476	1400	989	1310	1560	1341	944	837	1998	1184
ENSG00000204121	0	9	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204128	5672	1059	6636	5677	3094	3188	1190	5707	6450	236	2346	268	582	7217
ENSG00000204130	233	551	482	287	252	445	440	290	457	537	346	438	750	239
ENSG00000204131	125	417	261	280	207	133	59	142	404	240	56	114	97	331
ENSG00000204136	150	149	242	146	292	35	47	155	358	134	58	57	69	219
ENSG00000204138	1629	956	1701	1722	1189	802	571	1364	1634	775	412	531	1164	1862
ENSG00000204140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204147	103	83	276	190	91	171	71	68	297	91	83	102	112	201
ENSG00000204148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204149	990	278	520	424	718	367	312	702	2870	323	407	769	303	316
ENSG00000204152	250	115	294	308	282	171	115	198	344	151	84	152	158	141
ENSG00000204160	1113	343	983	1254	919	444	395	986	1349	310	573	394	344	1400
ENSG00000204161	259	125	278	158	211	66	73	252	486	122	66	135	38	191
ENSG00000204165	0	0	0	0	0	0	0	2	13	0	0	1	0	0
ENSG00000204172	345	262	563	331	468	608	589	1140	1420	180	195	386	345	526
ENSG00000204173	8	7	9	5	2	3	6	0	5	1	3	4	0	12
ENSG00000204174	0	1	0	0	0	3	16	0	1	7	10	42	7	0
